"_id",ticker,description,timestamp,open,high,low,close,volume
65c66735e619251a6e6464de,AAPL,Apple Inc.,2024-02-09T17:54:00.000Z,189.49000549316406,189.5399932861328,189.49000549316406,189.5399932861328,618
65c66735e619251a6e6464df,AAPL,Apple Inc.,2024-02-09T17:53:00.000Z,189.47500610351562,189.49000549316406,189.46499633789062,189.49000549316406,730
65c66735e619251a6e6464e0,AAPL,Apple Inc.,2024-02-09T17:52:00.000Z,189.36000061035156,189.42999267578125,189.36000061035156,189.4199981689453,975
65c66735e619251a6e6464e1,AAPL,Apple Inc.,2024-02-09T17:51:00.000Z,189.38999938964844,189.38999938964844,189.33999633789062,189.33999633789062,574
65c66735e619251a6e6464e2,AAPL,Apple Inc.,2024-02-09T17:50:00.000Z,189.3699951171875,189.3800048828125,189.3350067138672,189.3800048828125,839
65c66735e619251a6e6464e3,AAPL,Apple Inc.,2024-02-09T17:49:00.000Z,189.33999633789062,189.36000061035156,189.33999633789062,189.36000061035156,444
65c66735e619251a6e6464e4,AAPL,Apple Inc.,2024-02-09T17:48:00.000Z,189.33999633789062,189.35000610351562,189.32000732421875,189.35000610351562,1083
65c66735e619251a6e6464e5,AAPL,Apple Inc.,2024-02-09T17:47:00.000Z,189.42999267578125,189.4499969482422,189.375,189.375,1243
65c66735e619251a6e6464e6,AAPL,Apple Inc.,2024-02-09T17:46:00.000Z,189.39999389648438,189.42999267578125,189.39999389648438,189.42999267578125,551
65c66735e619251a6e6464e7,AAPL,Apple Inc.,2024-02-09T17:45:00.000Z,189.35499572753906,189.40499877929688,189.35499572753906,189.38999938964844,2496
65c66735e619251a6e6464e8,AAPL,Apple Inc.,2024-02-09T17:44:00.000Z,189.3350067138672,189.36500549316406,189.3350067138672,189.35499572753906,1356
65c66735e619251a6e6464e9,AAPL,Apple Inc.,2024-02-09T17:43:00.000Z,189.32000732421875,189.34500122070312,189.32000732421875,189.34500122070312,461
65c66735e619251a6e6464ea,AAPL,Apple Inc.,2024-02-09T17:42:00.000Z,189.27999877929688,189.30999755859375,189.27999877929688,189.30999755859375,442
65c66735e619251a6e6464eb,AAPL,Apple Inc.,2024-02-09T17:41:00.000Z,189.2550048828125,189.25999450683594,189.2449951171875,189.25999450683594,1228
65c66735e619251a6e6464ec,AAPL,Apple Inc.,2024-02-09T17:40:00.000Z,189.18499755859375,189.25,189.18499755859375,189.25,647
65c66735e619251a6e6464ed,AAPL,Apple Inc.,2024-02-09T17:39:00.000Z,189.18499755859375,189.18499755859375,189.16000366210938,189.17999267578125,718
65c66735e619251a6e6464ee,AAPL,Apple Inc.,2024-02-09T17:38:00.000Z,189.2899932861328,189.2899932861328,189.17999267578125,189.17999267578125,1538
65c66735e619251a6e6464ef,AAPL,Apple Inc.,2024-02-09T17:37:00.000Z,189.35000610351562,189.36000061035156,189.3249969482422,189.3300018310547,559
65c66735e619251a6e6464f0,AAPL,Apple Inc.,2024-02-09T17:36:00.000Z,189.30999755859375,189.30999755859375,189.30999755859375,189.30999755859375,390
65c66735e619251a6e6464f1,AAPL,Apple Inc.,2024-02-09T17:35:00.000Z,189.39500427246094,189.39500427246094,189.33999633789062,189.33999633789062,807
65c66735e619251a6e6464f2,AAPL,Apple Inc.,2024-02-09T17:33:00.000Z,189.3249969482422,189.36500549316406,189.3249969482422,189.36500549316406,331
65c66735e619251a6e6464f3,AAPL,Apple Inc.,2024-02-09T17:32:00.000Z,189.3699951171875,189.3699951171875,189.3699951171875,189.3699951171875,336
65c66735e619251a6e6464f4,AAPL,Apple Inc.,2024-02-09T17:31:00.000Z,189.3350067138672,189.375,189.3350067138672,189.35000610351562,689
65c66735e619251a6e6464f5,AAPL,Apple Inc.,2024-02-09T17:30:00.000Z,189.3249969482422,189.3249969482422,189.25,189.30999755859375,1812
65c66735e619251a6e6464f6,AAPL,Apple Inc.,2024-02-09T17:29:00.000Z,189.2550048828125,189.32000732421875,189.2550048828125,189.32000732421875,1184
65c66735e619251a6e6464f7,AAPL,Apple Inc.,2024-02-09T17:28:00.000Z,189.21499633789062,189.2449951171875,189.21499633789062,189.23500061035156,1176
65c66735e619251a6e6464f8,AAPL,Apple Inc.,2024-02-09T17:27:00.000Z,189.21499633789062,189.22999572753906,189.2050018310547,189.22000122070312,1765
65c66735e619251a6e6464f9,AAPL,Apple Inc.,2024-02-09T17:26:00.000Z,189.21499633789062,189.22999572753906,189.1750030517578,189.19500732421875,1000
65c66735e619251a6e6464fa,AAPL,Apple Inc.,2024-02-09T17:25:00.000Z,189.2449951171875,189.2449951171875,189.22000122070312,189.22000122070312,888
65c66735e619251a6e6464fb,AAPL,Apple Inc.,2024-02-09T17:24:00.000Z,189.22500610351562,189.2449951171875,189.22500610351562,189.2449951171875,1615
65c66772e619251a6e6464fe,GOOG,Alphabet Inc.,2024-02-09T17:55:00.000Z,150.4199981689453,150.4199981689453,150.4199981689453,150.4199981689453,157
65c66772e619251a6e6464ff,GOOG,Alphabet Inc.,2024-02-09T17:54:00.000Z,150.58999633789062,150.58999633789062,150.58999633789062,150.58999633789062,110
65c66772e619251a6e646500,GOOG,Alphabet Inc.,2024-02-09T17:53:00.000Z,150.5399932861328,150.5399932861328,150.5399932861328,150.5399932861328,112
65c66772e619251a6e646501,GOOG,Alphabet Inc.,2024-02-09T17:52:00.000Z,150.4949951171875,150.5399932861328,150.4949951171875,150.5399932861328,422
65c66772e619251a6e646502,GOOG,Alphabet Inc.,2024-02-09T17:51:00.000Z,150.47500610351562,150.47500610351562,150.44000244140625,150.44000244140625,598
65c66772e619251a6e646503,GOOG,Alphabet Inc.,2024-02-09T17:50:00.000Z,150.47500610351562,150.49000549316406,150.47500610351562,150.49000549316406,446
65c66772e619251a6e646504,GOOG,Alphabet Inc.,2024-02-09T17:49:00.000Z,150.47500610351562,150.47500610351562,150.47500610351562,150.47500610351562,579
65c66772e619251a6e646505,GOOG,Alphabet Inc.,2024-02-09T17:48:00.000Z,150.47000122070312,150.5,150.47000122070312,150.5,643
65c66772e619251a6e646506,GOOG,Alphabet Inc.,2024-02-09T17:47:00.000Z,150.48500061035156,150.48500061035156,150.47999572753906,150.47999572753906,402
65c66772e619251a6e646507,GOOG,Alphabet Inc.,2024-02-09T17:46:00.000Z,150.5,150.5,150.5,150.5,786
65c66772e619251a6e646508,GOOG,Alphabet Inc.,2024-02-09T17:45:00.000Z,150.39999389648438,150.49000549316406,150.39999389648438,150.49000549316406,604
65c66772e619251a6e646509,GOOG,Alphabet Inc.,2024-02-09T17:44:00.000Z,150.38999938964844,150.38999938964844,150.38999938964844,150.38999938964844,188
65c66772e619251a6e64650a,GOOG,Alphabet Inc.,2024-02-09T17:43:00.000Z,150.3800048828125,150.3800048828125,150.3699951171875,150.375,437
65c66772e619251a6e64650b,GOOG,Alphabet Inc.,2024-02-09T17:42:00.000Z,150.3699951171875,150.3699951171875,150.36000061035156,150.36000061035156,1034
65c66772e619251a6e64650c,GOOG,Alphabet Inc.,2024-02-09T17:41:00.000Z,150.34500122070312,150.375,150.34500122070312,150.375,535
65c66772e619251a6e64650d,GOOG,Alphabet Inc.,2024-02-09T17:40:00.000Z,150.32000732421875,150.34500122070312,150.32000732421875,150.3300018310547,736
65c66772e619251a6e64650e,GOOG,Alphabet Inc.,2024-02-09T17:39:00.000Z,150.3800048828125,150.3800048828125,150.31500244140625,150.31500244140625,825
65c66772e619251a6e64650f,GOOG,Alphabet Inc.,2024-02-09T17:38:00.000Z,150.3699951171875,150.38999938964844,150.34500122070312,150.3699951171875,2950
65c66772e619251a6e646510,GOOG,Alphabet Inc.,2024-02-09T17:37:00.000Z,150.44000244140625,150.44000244140625,150.35499572753906,150.35499572753906,709
65c66772e619251a6e646511,GOOG,Alphabet Inc.,2024-02-09T17:35:00.000Z,150.4250030517578,150.4250030517578,150.4250030517578,150.4250030517578,123
65c66772e619251a6e646512,GOOG,Alphabet Inc.,2024-02-09T17:34:00.000Z,150.32000732421875,150.35000610351562,150.32000732421875,150.35000610351562,617
65c66772e619251a6e646513,GOOG,Alphabet Inc.,2024-02-09T17:33:00.000Z,150.2550048828125,150.2550048828125,150.2550048828125,150.2550048828125,167
65c66772e619251a6e646514,GOOG,Alphabet Inc.,2024-02-09T17:32:00.000Z,150.21499633789062,150.22000122070312,150.21499633789062,150.22000122070312,1102
65c66772e619251a6e646515,GOOG,Alphabet Inc.,2024-02-09T17:31:00.000Z,150.25,150.27000427246094,150.25,150.25,795
65c66772e619251a6e646516,GOOG,Alphabet Inc.,2024-02-09T17:30:00.000Z,150.25,150.25999450683594,150.2100067138672,150.25,2180
65c66772e619251a6e646517,GOOG,Alphabet Inc.,2024-02-09T17:29:00.000Z,150.18499755859375,150.22500610351562,150.18499755859375,150.22500610351562,218
65c66772e619251a6e646518,GOOG,Alphabet Inc.,2024-02-09T17:28:00.000Z,150.14500427246094,150.14999389648438,150.14500427246094,150.14999389648438,242
65c66772e619251a6e646519,GOOG,Alphabet Inc.,2024-02-09T17:26:00.000Z,150.1699981689453,150.1750030517578,150.14999389648438,150.14999389648438,1287
65c66772e619251a6e64651a,GOOG,Alphabet Inc.,2024-02-09T17:25:00.000Z,150.1199951171875,150.13499450683594,150.1199951171875,150.13499450683594,743
